"Facility";"Code";"Constant";"Description"
"MEDIASERVER";"0xC00D280D";"NS_E_DRM_LICENSE_NOTRUSTEDCODEC";"The license for this file requires a higher level of security than the player you are currently using has. Try using a different player or download a newer version of your current player."
"MEDIASERVER";"0xC00D280E";"NS_E_DRM_SOURCEID_NOT_SUPPORTED";"The license for this file is not supported by your current player. You can try with newer version of your current player or contact your content provider for further assistance."
"MEDIASERVER";"0xC00D283D";"NS_E_DRM_NEEDS_UPGRADE_TEMPFILE";"An updated version of your media player is required to play the selected content."
"MEDIASERVER";"0xC00D283E";"NS_E_DRM_NEED_UPGRADE_PD";"A new version of the Digital Rights Management component is required. Contact product support for this application to get the latest version."
"MEDIASERVER";"0xC00D283F";"NS_E_DRM_SIGNATURE_FAILURE";"Failed to either create or verify the content header."
"MEDIASERVER";"0xC00D2840";"NS_E_DRM_LICENSE_SERVER_INFO_MISSING";"Could not read the necessary information from the system registry."
"MEDIASERVER";"0xC00D2841";"NS_E_DRM_BUSY";"The DRM subsystem is currently locked by another application or user. Try again later."
"MEDIASERVER";"0xC00D2842";"NS_E_DRM_PD_TOO_MANY_DEVICES";"There are too many target devices registered on the portable media."
"MEDIASERVER";"0xC00D2843";"NS_E_DRM_INDIV_FRAUD";"The security upgrade cannot be completed because the allowed number of daily upgrades has been exceeded. Try again tomorrow."
"MEDIASERVER";"0xC00D2844";"NS_E_DRM_INDIV_NO_CABS";"The security upgrade cannot be completed because the server is unable to perform the operation. Try again later."
"MEDIASERVER";"0xC00D2845";"NS_E_DRM_INDIV_SERVICE_UNAVAILABLE";"The security upgrade cannot be performed because the server is not available. Try again later."
"MEDIASERVER";"0xC00D2846";"NS_E_DRM_RESTORE_SERVICE_UNAVAILABLE";"Windows Media Player cannot restore your licenses because the server is not available. Try again later."
"MEDIASERVER";"0xC00D2847";"NS_E_DRM_CLIENT_CODE_EXPIRED";"Windows Media Player cannot play the protected file. Verify that your computer's date is set correctly. If it is correct, on the Help menu, click Check for Player Updates to install the latest version of the Player."
"MEDIASERVER";"0xC00D2848";"NS_E_DRM_NO_UPLINK_LICENSE";"The chained license cannot be created because the referenced uplink license does not exist."
"MEDIASERVER";"0xC00D2849";"NS_E_DRM_INVALID_KID";"The specified KID is invalid."
"MEDIASERVER";"0xC00D284A";"NS_E_DRM_LICENSE_INITIALIZATION_ERROR";"License initialization did not work. Contact Microsoft product support."
"MEDIASERVER";"0xC00D284C";"NS_E_DRM_CHAIN_TOO_LONG";"The uplink license of a chained license cannot itself be a chained license."
"MEDIASERVER";"0xC00D284D";"NS_E_DRM_UNSUPPORTED_ALGORITHM";"The specified encryption algorithm is unsupported."
"MEDIASERVER";"0xC00D284E";"NS_E_DRM_LICENSE_DELETION_ERROR";"License deletion did not work. Contact Microsoft product support."
"MEDIASERVER";"0xC00D28A0";"NS_E_DRM_INVALID_CERTIFICATE";"The client's certificate is corrupted or the signature cannot be verified."
"MEDIASERVER";"0xC00D28A1";"NS_E_DRM_CERTIFICATE_REVOKED";"The client's certificate has been revoked."
"MEDIASERVER";"0xC00D28A2";"NS_E_DRM_LICENSE_UNAVAILABLE";"There is no license available for the requested action."
"MEDIASERVER";"0xC00D28A3";"NS_E_DRM_DEVICE_LIMIT_REACHED";"The maximum number of devices in use has been reached. Unable to open additional devices."
"MEDIASERVER";"0xC00D28A4";"NS_E_DRM_UNABLE_TO_VERIFY_PROXIMITY";"The proximity detection procedure could not confirm that the receiver is near the transmitter in the network."
"MEDIASERVER";"0xC00D28A5";"NS_E_DRM_MUST_REGISTER";"The client must be registered before executing the intended operation."
"MEDIASERVER";"0xC00D28A6";"NS_E_DRM_MUST_APPROVE";"The client must be approved before executing the intended operation."
"MEDIASERVER";"0xC00D28A7";"NS_E_DRM_MUST_REVALIDATE";"The client must be revalidated before executing the intended operation."
"MEDIASERVER";"0xC00D28A8";"NS_E_DRM_INVALID_PROXIMITY_RESPONSE";"The response to the proximity detection challenge is invalid."
"MEDIASERVER";"0xC00D28A9";"NS_E_DRM_INVALID_SESSION";"The requested session is invalid."
"MEDIASERVER";"0xC00D28AA";"NS_E_DRM_DEVICE_NOT_OPEN";"The device must be opened before it can be used to receive content."
"MEDIASERVER";"0xC00D28AB";"NS_E_DRM_DEVICE_ALREADY_REGISTERED";"Device registration failed because the device is already registered."
"MEDIASERVER";"0xC00D28AC";"NS_E_DRM_UNSUPPORTED_PROTOCOL_VERSION";"Unsupported WMDRM-ND protocol version."
"MEDIASERVER";"0xC00D28AD";"NS_E_DRM_UNSUPPORTED_ACTION";"The requested action is not supported."
"MEDIASERVER";"0xC00D28AE";"NS_E_DRM_CERTIFICATE_SECURITY_LEVEL_INADEQUATE";"The certificate does not have an adequate security level for the requested action."
"MEDIASERVER";"0xC00D28AF";"NS_E_DRM_UNABLE_TO_OPEN_PORT";"Unable to open the specified port for receiving Proximity messages."
"MEDIASERVER";"0xC00D28B0";"NS_E_DRM_BAD_REQUEST";"The message format is invalid."
"MEDIASERVER";"0xC00D28B1";"NS_E_DRM_INVALID_CRL";"The Certificate Revocation List is invalid or corrupted."
"MEDIASERVER";"0xC00D28B2";"NS_E_DRM_ATTRIBUTE_TOO_LONG";"The length of the attribute name or value is too long."
"MEDIASERVER";"0xC00D28B3";"NS_E_DRM_EXPIRED_LICENSEBLOB";"The license blob passed in the cardea request is expired."
"MEDIASERVER";"0xC00D28B4";"NS_E_DRM_INVALID_LICENSEBLOB";"The license blob passed in the cardea request is invalid. Contact Microsoft product support."
"MEDIASERVER";"0xC00D28B5";"NS_E_DRM_INCLUSION_LIST_REQUIRED";"The requested operation cannot be performed because the license does not contain an inclusion list."
"MEDIASERVER";"0xC00D28B6";"NS_E_DRM_DRMV2CLT_REVOKED";"A problem has occurred in the Digital Rights Management component. Contact Microsoft product support."
"MEDIASERVER";"0xC00D28B7";"NS_E_DRM_RIV_TOO_SMALL";"A problem has occurred in the Digital Rights Management component. Contact Microsoft product support."
"MEDIASERVER";"0xC00D2904";"NS_E_OUTPUT_PROTECTION_LEVEL_UNSUPPORTED";"Windows Media Player does not support the level of output protection required by the content."
"MEDIASERVER";"0xC00D2905";"NS_E_COMPRESSED_DIGITAL_VIDEO_PROTECTION_LEVEL_UNSUPPORTED";"Windows Media Player does not support the level of protection required for compressed digital video."
"MEDIASERVER";"0xC00D2906";"NS_E_UNCOMPRESSED_DIGITAL_VIDEO_PROTECTION_LEVEL_UNSUPPORTED";"Windows Media Player does not support the level of protection required for uncompressed digital video."
"MEDIASERVER";"0xC00D2907";"NS_E_ANALOG_VIDEO_PROTECTION_LEVEL_UNSUPPORTED";"Windows Media Player does not support the level of protection required for analog video."
"MEDIASERVER";"0xC00D2908";"NS_E_COMPRESSED_DIGITAL_AUDIO_PROTECTION_LEVEL_UNSUPPORTED";"Windows Media Player does not support the level of protection required for compressed digital audio."
"MEDIASERVER";"0xC00D2909";"NS_E_UNCOMPRESSED_DIGITAL_AUDIO_PROTECTION_LEVEL_UNSUPPORTED";"Windows Media Player does not support the level of protection required for uncompressed digital audio."
"MEDIASERVER";"0xC00D290A";"NS_E_OUTPUT_PROTECTION_SCHEME_UNSUPPORTED";"Windows Media Player does not support the scheme of output protection required by the content."
"MEDIASERVER";"0xC00D2AFA";"NS_E_REBOOT_RECOMMENDED";"Installation was not successful and some file cleanup is not complete. For best results, restart your computer."
"MEDIASERVER";"0xC00D2AFB";"NS_E_REBOOT_REQUIRED";"Installation was not successful. To continue, you must restart your computer."
"MEDIASERVER";"0xC00D2AFC";"NS_E_SETUP_INCOMPLETE";"Installation was not successful."
"MEDIASERVER";"0xC00D2AFD";"NS_E_SETUP_DRM_MIGRATION_FAILED";"Setup cannot migrate the Windows Media Digital Rights Management (DRM) components."
"MEDIASERVER";"0xC00D2AFE";"NS_E_SETUP_IGNORABLE_FAILURE";"Some skin or playlist components cannot be installed."
"MEDIASERVER";"0xC00D2AFF";"NS_E_SETUP_DRM_MIGRATION_FAILED_AND_IGNORABLE_FAILURE";"Setup cannot migrate the Windows Media Digital Rights Management (DRM) components. In addition, some skin or playlist components cannot be installed."
"MEDIASERVER";"0xC00D2B00";"NS_E_SETUP_BLOCKED";"Installation is blocked because your computer does not meet one or more of the setup requirements."
"MEDIASERVER";"0xC00D2EE0";"NS_E_UNKNOWN_PROTOCOL";"The specified protocol is not supported."
"MEDIASERVER";"0xC00D2EE1";"NS_E_REDIRECT_TO_PROXY";"The client is redirected to a proxy server."
"MEDIASERVER";"0xC00D2EE2";"NS_E_INTERNAL_SERVER_ERROR";"The server encountered an unexpected condition which prevented it from fulfilling the request."
"MEDIASERVER";"0xC00D2EE3";"NS_E_BAD_REQUEST";"The request could not be understood by the server."
"MEDIASERVER";"0xC00D2EE4";"NS_E_ERROR_FROM_PROXY";"The proxy experienced an error while attempting to contact the media server."
"MEDIASERVER";"0xC00D2EE5";"NS_E_PROXY_TIMEOUT";"The proxy did not receive a timely response while attempting to contact the media server."
"MEDIASERVER";"0xC00D2EE6";"NS_E_SERVER_UNAVAILABLE";"The server is currently unable to handle the request due to a temporary overloading or maintenance of the server."
"MEDIASERVER";"0xC00D2EE7";"NS_E_REFUSED_BY_SERVER";"The server is refusing to fulfill the requested operation."
"MEDIASERVER";"0xC00D2EE8";"NS_E_INCOMPATIBLE_SERVER";"The server is not a compatible streaming media server."
"MEDIASERVER";"0xC00D2EE9";"NS_E_MULTICAST_DISABLED";"The content cannot be streamed because the Multicast protocol has been disabled."
"MEDIASERVER";"0xC00D2EEA";"NS_E_INVALID_REDIRECT";"The server redirected the player to an invalid location."
"MEDIASERVER";"0xC00D2EEB";"NS_E_ALL_PROTOCOLS_DISABLED";"The content cannot be streamed because all protocols have been disabled."
"MEDIASERVER";"0xC00D2EEC";"NS_E_MSBD_NO_LONGER_SUPPORTED";"The MSBD protocol is no longer supported. Please use HTTP to connect to the Windows Media stream."
"MEDIASERVER";"0xC00D2EED";"NS_E_PROXY_NOT_FOUND";"The proxy server could not be located. Please check your proxy server configuration."
"MEDIASERVER";"0xC00D2EEE";"NS_E_CANNOT_CONNECT_TO_PROXY";"Unable to establish a connection to the proxy server. Please check your proxy server configuration."
"MEDIASERVER";"0xC00D2EEF";"NS_E_SERVER_DNS_TIMEOUT";"Unable to locate the media server. The operation timed out."
"MEDIASERVER";"0xC00D2EF0";"NS_E_PROXY_DNS_TIMEOUT";"Unable to locate the proxy server. The operation timed out."
"MEDIASERVER";"0xC00D2EF1";"NS_E_CLOSED_ON_SUSPEND";"Media closed because Windows was shut down."
"MEDIASERVER";"0xC00D2EF2";"NS_E_CANNOT_READ_PLAYLIST_FROM_MEDIASERVER";"Unable to read the contents of a playlist file from a media server."
"MEDIASERVER";"0xC00D2EF3";"NS_E_SESSION_NOT_FOUND";"Session not found."
"MEDIASERVER";"0xC00D2EF4";"NS_E_REQUIRE_STREAMING_CLIENT";"Content requires a streaming media client."
"MEDIASERVER";"0xC00D2EF5";"NS_E_PLAYLIST_ENTRY_HAS_CHANGED";"A command applies to a previous playlist entry."
"MEDIASERVER";"0xC00D2EF6";"NS_E_PROXY_ACCESSDENIED";"The proxy server is denying access. The username and/or password might be incorrect."
"MEDIASERVER";"0xC00D2EF7";"NS_E_PROXY_SOURCE_ACCESSDENIED";"The proxy could not provide valid authentication credentials to the media server."
"MEDIASERVER";"0xC00D2EF8";"NS_E_NETWORK_SINK_WRITE";"The network sink failed to write data to the network."
"MEDIASERVER";"0xC00D2EF9";"NS_E_FIREWALL";"Packets are not being received from the server. The packets might be blocked by a filtering device, such as a network firewall."
"MEDIASERVER";"0xC00D2EFA";"NS_E_MMS_NOT_SUPPORTED";"The MMS protocol is not supported. Please use HTTP or RTSP to connect to the Windows Media stream."
"MEDIASERVER";"0xC00D2EFB";"NS_E_SERVER_ACCESSDENIED";"The Windows Media server is denying access. The username and/or password might be incorrect."
"MEDIASERVER";"0xC00D2EFC";"NS_E_RESOURCE_GONE";"The Publishing Point or file on the Windows Media Server is no longer available."
"MEDIASERVER";"0xC00D2EFD";"NS_E_NO_EXISTING_PACKETIZER";"There is no existing packetizer plugin for a stream."
"MEDIASERVER";"0xC00D2EFE";"NS_E_BAD_SYNTAX_IN_SERVER_RESPONSE";"The response from the media server could not be understood. This might be caused by an incompatible proxy server or media server."
"MEDIASERVER";"0xC00D2F00";"NS_E_RESET_SOCKET_CONNECTION";"The Windows Media Server reset the network connection."
"MEDIASERVER";"0xC00D2F02";"NS_E_TOO_MANY_HOPS";"The request could not reach the media server (too many hops)."
"MEDIASERVER";"0xC00D2F05";"NS_E_TOO_MUCH_DATA_FROM_SERVER";"The server is sending too much data. The connection has been terminated."
"MEDIASERVER";"0xC00D2F06";"NS_E_CONNECT_TIMEOUT";"It was not possible to establish a connection to the media server in a timely manner. The media server might be down for maintenance, or it might be necessary to use a proxy server to access this media server."
"MEDIASERVER";"0xC00D2F07";"NS_E_PROXY_CONNECT_TIMEOUT";"It was not possible to establish a connection to the proxy server in a timely manner. Please check your proxy server configuration."
"MEDIASERVER";"0xC00D2F08";"NS_E_SESSION_INVALID";"Session not found."
"MEDIASERVER";"0xC00D2F0A";"NS_E_PACKETSINK_UNKNOWN_FEC_STREAM";"Unknown packet sink stream."
"MEDIASERVER";"0xC00D2F0B";"NS_E_PUSH_CANNOTCONNECT";"Unable to establish a connection to the server. Ensure Windows Media Services is started and the HTTP Server control protocol is properly enabled."
"MEDIASERVER";"0xC00D2F0C";"NS_E_INCOMPATIBLE_PUSH_SERVER";"The Server service that received the HTTP push request is not a compatible version of Windows Media Services (WMS). This error might indicate the push request was received by IIS instead of WMS. Ensure WMS is started and has the HTTP Server control protocol properly enabled and try again."
"MEDIASERVER";"0xC00D32C8";"NS_E_END_OF_PLAYLIST";"The playlist has reached its end."
"MEDIASERVER";"0xC00D32C9";"NS_E_USE_FILE_SOURCE";"Use file source."
"MEDIASERVER";"0xC00D32CA";"NS_E_PROPERTY_NOT_FOUND";"The property was not found."
"MEDIASERVER";"0xC00D32CC";"NS_E_PROPERTY_READ_ONLY";"The property is read only."
"MEDIASERVER";"0xC00D32CD";"NS_E_TABLE_KEY_NOT_FOUND";"The table key was not found."
"MEDIASERVER";"0xC00D32CF";"NS_E_INVALID_QUERY_OPERATOR";"Invalid query operator."
"MEDIASERVER";"0xC00D32D0";"NS_E_INVALID_QUERY_PROPERTY";"Invalid query property."
"MEDIASERVER";"0xC00D32D2";"NS_E_PROPERTY_NOT_SUPPORTED";"The property is not supported."
"MEDIASERVER";"0xC00D32D4";"NS_E_SCHEMA_CLASSIFY_FAILURE";"Schema classification failure."
"MEDIASERVER";"0xC00D32D5";"NS_E_METADATA_FORMAT_NOT_SUPPORTED";"The metadata format is not supported."
"MEDIASERVER";"0xC00D32D6";"NS_E_METADATA_NO_EDITING_CAPABILITY";"Cannot edit the metadata."
"MEDIASERVER";"0xC00D32D7";"NS_E_METADATA_CANNOT_SET_LOCALE";"Cannot set the locale id."
"MEDIASERVER";"0xC00D32D8";"NS_E_METADATA_LANGUAGE_NOT_SUPORTED";"The language is not supported in the format."
"MEDIASERVER";"0xC00D32D9";"NS_E_METADATA_NO_RFC1766_NAME_FOR_LOCALE";"There is no RFC1766 name translation for the supplied locale id."
"MEDIASERVER";"0xC00D32DA";"NS_E_METADATA_NOT_AVAILABLE";"The metadata (or metadata item) is not available."
"MEDIASERVER";"0xC00D32DB";"NS_E_METADATA_CACHE_DATA_NOT_AVAILABLE";"The cached metadata (or metadata item) is not available."
"MEDIASERVER";"0xC00D32DC";"NS_E_METADATA_INVALID_DOCUMENT_TYPE";"The metadata document is invalid."
"MEDIASERVER";"0xC00D32DD";"NS_E_METADATA_IDENTIFIER_NOT_AVAILABLE";"The metadata content identifier is not available."
"MEDIASERVER";"0xC00D32DE";"NS_E_METADATA_CANNOT_RETRIEVE_FROM_OFFLINE_CACHE";"Cannot retrieve metadata from the offline metadata cache."
"MEDIASERVER";"0xC00D36B0";"MF_E_PLATFORM_NOT_INITIALIZED";"Platform not initialized. Please call MFStartup()."
"MEDIASERVER";"0xC00D36B1";"MF_E_BUFFERTOOSMALL";"The buffer was too small to carry out the requested action."
"MEDIASERVER";"0xC00D36B2";"MF_E_INVALIDREQUEST";"The request is invalid in the current state."
"MEDIASERVER";"0xC00D36B3";"MF_E_INVALIDSTREAMNUMBER";"The stream number provided was invalid."
"MEDIASERVER";"0xC00D36B4";"MF_E_INVALIDMEDIATYPE";"The data specified for the media type is invalid, inconsistent, or not supported by this object."
"MEDIASERVER";"0xC00D36B5";"MF_E_NOTACCEPTING";"The callee is currently not accepting further input."
"MEDIASERVER";"0xC00D36B6";"MF_E_NOT_INITIALIZED";"This object needs to be initialized before the requested operation can be carried out."
"MEDIASERVER";"0xC00D36B7";"MF_E_UNSUPPORTED_REPRESENTATION";"The requested representation is not supported by this object."
"MEDIASERVER";"0xC00D36B9";"MF_E_NO_MORE_TYPES";"An object ran out of media types to suggest therefore the requested chain of streaming objects cannot be completed."
"MEDIASERVER";"0xC00D36BA";"MF_E_UNSUPPORTED_SERVICE";"The object does not support the specified service."
"MEDIASERVER";"0xC00D36BB";"MF_E_UNEXPECTED";"An unexpected error has occurred in the operation requested."
"MEDIASERVER";"0xC00D36BC";"MF_E_INVALIDNAME";"Invalid name."
"MEDIASERVER";"0xC00D36BD";"MF_E_INVALIDTYPE";"Invalid type."
"MEDIASERVER";"0xC00D36BE";"MF_E_INVALID_FILE_FORMAT";"The file does not conform to the relevant file format specification."
"MEDIASERVER";"0xC00D36BF";"MF_E_INVALIDINDEX";"Invalid index."
"MEDIASERVER";"0xC00D36C0";"MF_E_INVALID_TIMESTAMP";"An invalid timestamp was given."
"MEDIASERVER";"0xC00D36C3";"MF_E_UNSUPPORTED_SCHEME";"The scheme of the given URL is unsupported."
"MEDIASERVER";"0xC00D36C4";"MF_E_UNSUPPORTED_BYTESTREAM_TYPE";"The byte stream type of the given URL is unsupported."
"MEDIASERVER";"0xC00D36C5";"MF_E_UNSUPPORTED_TIME_FORMAT";"The given time format is unsupported."
"MEDIASERVER";"0xC00D36C8";"MF_E_NO_SAMPLE_TIMESTAMP";"The Media Sample does not have a timestamp."
"MEDIASERVER";"0xC00D36C9";"MF_E_NO_SAMPLE_DURATION";"The Media Sample does not have a duration."
"MEDIASERVER";"0xC00D36CB";"MF_E_INVALID_STREAM_DATA";"The request failed because the data in the stream is corrupt."
"MEDIASERVER";"0xC00D36CF";"MF_E_RT_UNAVAILABLE";"Real time services are not available."
"MEDIASERVER";"0xC00D36D0";"MF_E_UNSUPPORTED_RATE";"The specified rate is not supported."
"MEDIASERVER";"0xC00D36D1";"MF_E_THINNING_UNSUPPORTED";"This component does not support stream-thinning."
"MEDIASERVER";"0xC00D36D2";"MF_E_REVERSE_UNSUPPORTED";"The call failed because no reverse playback rates are available."
"MEDIASERVER";"0xC00D36D3";"MF_E_UNSUPPORTED_RATE_TRANSITION";"The requested rate transition cannot occur in the current state."
"MEDIASERVER";"0xC00D36D4";"MF_E_RATE_CHANGE_PREEMPTED";"The requested rate change has been pre-empted and will not occur."
"MEDIASERVER";"0xC00D36D5";"MF_E_NOT_FOUND";"The specified object or value does not exist."
"MEDIASERVER";"0xC00D36D6";"MF_E_NOT_AVAILABLE";"The requested value is not available."
"MEDIASERVER";"0xC00D36D7";"MF_E_NO_CLOCK";"The specified operation requires a clock and no clock is available."
"MEDIASERVER";"0xC00D36D9";"MF_E_MULTIPLE_BEGIN";"This callback has already been passed in to this event generator."
"MEDIASERVER";"0xC00D36DA";"MF_E_MULTIPLE_SUBSCRIBERS";"Some component is already listening to events on this event generator."
"MEDIASERVER";"0xC00D36DB";"MF_E_TIMER_ORPHANED";"This timer was orphaned before its callback time arrived."
"MEDIASERVER";"0xC00D36DC";"MF_E_STATE_TRANSITION_PENDING";"A state transition is already pending."
"MEDIASERVER";"0xC00D36DD";"MF_E_UNSUPPORTED_STATE_TRANSITION";"The requested state transition is unsupported."
"MEDIASERVER";"0xC00D36DE";"MF_E_UNRECOVERABLE_ERROR_OCCURRED";"An unrecoverable error has occurred."
"MEDIASERVER";"0xC00D36DF";"MF_E_SAMPLE_HAS_TOO_MANY_BUFFERS";"The provided sample has too many buffers."
"MEDIASERVER";"0xC00D36E0";"MF_E_SAMPLE_NOT_WRITABLE";"The provided sample is not writable."
"MEDIASERVER";"0xC00D36E2";"MF_E_INVALID_KEY";"The specified key is not valid."
"MEDIASERVER";"0xC00D36E3";"MF_E_BAD_STARTUP_VERSION";"You are calling MFStartup with the wrong MF_VERSION. Mismatched bits?"
"MEDIASERVER";"0xC00D36E4";"MF_E_UNSUPPORTED_CAPTION";"The caption of the given URL is unsupported."
"MEDIASERVER";"0xC00D36E5";"MF_E_INVALID_POSITION";"The operation on the current offset is not permitted."
"MEDIASERVER";"0xC00D36E6";"MF_E_ATTRIBUTENOTFOUND";"The requested attribute was not found."
"MEDIASERVER";"0xC00D36E7";"MF_E_PROPERTY_TYPE_NOT_ALLOWED";"The specified property type is not allowed in this context."
"MEDIASERVER";"0xC00D36E8";"MF_E_PROPERTY_TYPE_NOT_SUPPORTED";"The specified property type is not supported."
"MEDIASERVER";"0xC00D36E9";"MF_E_PROPERTY_EMPTY";"The specified property is empty."
"MEDIASERVER";"0xC00D36EA";"MF_E_PROPERTY_NOT_EMPTY";"The specified property is not empty."
"MEDIASERVER";"0xC00D36EB";"MF_E_PROPERTY_VECTOR_NOT_ALLOWED";"The vector property specified is not allowed in this context."
"MEDIASERVER";"0xC00D36EC";"MF_E_PROPERTY_VECTOR_REQUIRED";"A vector property is required in this context."
"MEDIASERVER";"0xC00D36ED";"MF_E_OPERATION_CANCELLED";"The operation is cancelled."
"MEDIASERVER";"0xC00D36EE";"MF_E_BYTESTREAM_NOT_SEEKABLE";"The provided bytestream was expected to be seekable but it was not."
"MEDIASERVER";"0xC00D36EF";"MF_E_DISABLED_IN_SAFEMODE";"The Media Foundation platform is disabled when the system is running in Safe Mode."
"MEDIASERVER";"0xC00D36F0";"MF_E_CANNOT_PARSE_BYTESTREAM";"The Media Source could not parse the byte stream."
"MEDIASERVER";"0xC00D36F1";"MF_E_SOURCERESOLVER_MUTUALLY_EXCLUSIVE_FLAGS";"Mutually exclusive flags have been specified to source resolver. This flag combination is invalid."
"MEDIASERVER";"0xC00D36F2";"MF_E_MEDIAPROC_WRONGSTATE";"MediaProc is in the wrong state"
"MEDIASERVER";"0xC00D36F3";"MF_E_RT_THROUGHPUT_NOT_AVAILABLE";"Real time I/O service can not provide requested throughput."
"MEDIASERVER";"0xC00D36F4";"MF_E_RT_TOO_MANY_CLASSES";"The work queue cannot be registered with more classes."
"MEDIASERVER";"0xC00D36F5";"MF_E_RT_WOULDBLOCK";"This operation cannot succeed because another thread owns this object."
"MEDIASERVER";"0xC00D36F6";"MF_E_NO_BITPUMP";"Internal. Bitpump not found."
"MEDIASERVER";"0xC00D36F7";"MF_E_RT_OUTOFMEMORY";"No more RT memory available."
"MEDIASERVER";"0xC00D36F8";"MF_E_RT_WORKQUEUE_CLASS_NOT_SPECIFIED";"An MMCSS class has not been set for this work queue."
"MEDIASERVER";"0xC00D36FA";"MF_E_CANNOT_CREATE_SINK";"Activate failed to create a media sink. Call OutputNode::GetUINT32(MF_TOPONODE_MAJORTYPE) for more information."
"MEDIASERVER";"0xC00D36FB";"MF_E_BYTESTREAM_UNKNOWN_LENGTH";"The length of the provided bytestream is unknown."
"MEDIASERVER";"0xC00D36FC";"MF_E_SESSION_PAUSEWHILESTOPPED";"The media session cannot pause from a stopped state."
"MEDIASERVER";"0xC00D36FE";"MF_E_FORMAT_CHANGE_NOT_SUPPORTED";"The data specified for the media type is supported, but would require a format change, which is not supported by this object."
"MEDIASERVER";"0xC00D36FF";"MF_E_INVALID_WORKQUEUE";"The operation failed because an invalid combination of work queue ID and flags was specified."
"MEDIASERVER";"0xC00D3700";"MF_E_DRM_UNSUPPORTED";"No DRM support is available."
"MEDIASERVER";"0xC00D3701";"MF_E_UNAUTHORIZED";"This operation is not authorized."
"MEDIASERVER";"0xC00D3702";"MF_E_OUT_OF_RANGE";"The value is not in the specified or valid range."
"MEDIASERVER";"0xC00D3703";"MF_E_INVALID_CODEC_MERIT";"The registered codec merit is not valid."
"MEDIASERVER";"0xC00D3704";"MF_E_HW_MFT_FAILED_START_STREAMING";"Hardware MFT failed to start streaming due to lack of hardware resources."
"MEDIASERVER";"0xC00D3A98";"MF_E_ASF_PARSINGINCOMPLETE";"Not enough data has been parsed to carry out the requested action."
"MEDIASERVER";"0xC00D3A99";"MF_E_ASF_MISSINGDATA";"There is a gap in the ASF data provided."
"MEDIASERVER";"0xC00D3A9A";"MF_E_ASF_INVALIDDATA";"The data provided are not valid ASF."
"MEDIASERVER";"0xC00D3A9B";"MF_E_ASF_OPAQUEPACKET";"The packet is opaque, so the requested information cannot be returned."
"MEDIASERVER";"0xC00D3A9C";"MF_E_ASF_NOINDEX";"The requested operation failed since there is no appropriate ASF index."
"MEDIASERVER";"0xC00D3A9D";"MF_E_ASF_OUTOFRANGE";"The value supplied is out of range for this operation."
"MEDIASERVER";"0xC00D3A9E";"MF_E_ASF_INDEXNOTLOADED";"The index entry requested needs to be loaded before it can be available."
"MEDIASERVER";"0xC00D3A9F";"MF_E_ASF_TOO_MANY_PAYLOADS";"The packet has reached the maximum number of payloads."
"MEDIASERVER";"0xC00D3AA0";"MF_E_ASF_UNSUPPORTED_STREAM_TYPE";"Stream type is not supported."
"MEDIASERVER";"0xC00D3AA1";"MF_E_ASF_DROPPED_PACKET";"One or more ASF packets were dropped."
"MEDIASERVER";"0xC00D3E80";"MF_E_NO_EVENTS_AVAILABLE";"There are no events available in the queue."
"MEDIASERVER";"0xC00D3E82";"MF_E_INVALID_STATE_TRANSITION";"A media source cannot go from the stopped state to the paused state."
"MEDIASERVER";"0xC00D3E84";"MF_E_END_OF_STREAM";"The media stream cannot process any more samples because there are no more samples in the stream."
"MEDIASERVER";"0xC00D3E85";"MF_E_SHUTDOWN";"The request is invalid because Shutdown() has been called."
"MEDIASERVER";"0xC00D3E86";"MF_E_MP3_NOTFOUND";"The MP3 object was not found."
"MEDIASERVER";"0xC00D3E87";"MF_E_MP3_OUTOFDATA";"The MP3 parser ran out of data before finding the MP3 object."
"MEDIASERVER";"0xC00D3E88";"MF_E_MP3_NOTMP3";"The file is not really a MP3 file."
"MEDIASERVER";"0xC00D3E89";"MF_E_MP3_NOTSUPPORTED";"The MP3 file is not supported."
"MEDIASERVER";"0xC00D3E8A";"MF_E_NO_DURATION";"The Media stream has no duration."
"MEDIASERVER";"0xC00D3E8C";"MF_E_INVALID_FORMAT";"The Media format is recognized but is invalid."
"MEDIASERVER";"0xC00D3E8D";"MF_E_PROPERTY_NOT_FOUND";"The property requested was not found."
"MEDIASERVER";"0xC00D3E8E";"MF_E_PROPERTY_READ_ONLY";"The property is read only."
"MEDIASERVER";"0xC00D3E8F";"MF_E_PROPERTY_NOT_ALLOWED";"The specified property is not allowed in this context."
"MEDIASERVER";"0xC00D3E91";"MF_E_MEDIA_SOURCE_NOT_STARTED";"The media source has not started."
"MEDIASERVER";"0xC00D3E98";"MF_E_UNSUPPORTED_FORMAT";"The Media format is recognized but not supported."
"MEDIASERVER";"0xC00D3E99";"MF_E_MP3_BAD_CRC";"The MPEG frame has bad CRC."
"MEDIASERVER";"0xC00D3E9A";"MF_E_NOT_PROTECTED";"The file is not protected."
"MEDIASERVER";"0xC00D3E9B";"MF_E_MEDIA_SOURCE_WRONGSTATE";"The media source is in the wrong state."
"MEDIASERVER";"0xC00D3E9C";"MF_E_MEDIA_SOURCE_NO_STREAMS_SELECTED";"No streams are selected in the source presentation descriptor."
